"cod_proposta","cod_cliente","cod_colaborador","data_entrada_proposta","taxa_juros_mensal","valor_proposta","valor_financiamento","valor_entrada","valor_prestacao","quantidade_parcelas","carencia","status_proposta"
"272","912","51","2011-10-13 23:37:57+00:00","0.0156","27855.31","51968.6","24113.29","516.38","119","0","Enviada"
"472","806","51","2011-04-21 01:58:34+00:00","0.0105","102638.22","124608.8","21970.58","5046.32","23","4","Enviada"
"1094","414","51","2015-01-22 16:32:59+00:00","0.0087","39981.23","55367.03","15385.8","1040.05","47","6","Enviada"
"1283","7","51","2019-04-28 21:12:55+00:00","0.0135","115084.66","190093.65","75008.99","2907.46","57","2","Enviada"
"1600","498","51","2017-05-13 12:26:48+00:00","0.0129","139121.3","219039.21","79917.91","2285.58","120","3","Enviada"
"1749","417","51","2011-08-26 02:37:13+00:00","0.0137","171358.66","238501.49","67142.83","4037.84","64","1","Enviada"
"804","734","52","2021-08-19 04:07:12+00:00","0.0115","57709.83","68976.53","11266.7","1385.89","57","5","Enviada"
"818","34","52","2012-06-11 12:58:01+00:00","0.0116","29117.43","42525.57","13408.14","469.9","110","4","Enviada"
"920","911","52","2020-09-25 07:08:27+00:00","0.0103","42931.19","73757.17","30825.98","624.91","120","4","Enviada"
"1581","581","52","2014-07-19 07:38:52+00:00","0.0139","67933.35","115153.35","47220.0","1453.27","76","6","Enviada"
"1644","982","52","2022-04-18 13:58:35+00:00","0.0153","176429.51","236059.85","59630.34","3518.36","96","2","Enviada"
"1757","83","52","2015-09-02 22:18:36+00:00","0.0237","32836.1","53486.63","20650.53","1242.94","42","2","Enviada"
"54","261","53","2016-01-30 14:30:43+00:00","0.0182","72148.1","133986.48","61838.38","1490.53","118","6","Enviada"
"206","520","53","2016-06-13 01:20:17+00:00","0.0145","144955.26","212496.89","67541.63","2742.63","101","1","Enviada"
"788","118","53","2021-09-18 11:00:39+00:00","0.0224","16507.03","30524.88","14017.85","1307.85","15","2","Enviada"
"897","876","53","2019-10-02 14:10:40+00:00","0.0249","71852.57","129520.15","57667.58","2554.6","49","1","Enviada"
"1020","264","53","2010-08-07 03:50:13+00:00","0.0126","100570.21","186753.92","86183.71","1765.71","101","2","Enviada"
"1036","9","53","2021-02-12 15:45:40+00:00","0.0094","7407.43","9572.69","2165.26","218.55","41","4","Enviada"
"1245","716","53","2022-01-12 07:49:01+00:00","0.0153","163396.47","218434.06","55037.59","7218.41","28","0","Enviada"
"1424","124","53","2011-08-17 04:00:58+00:00","0.0086","157556.26","229150.72","71594.46","11993.37","14","2","Enviada"
"1826","616","53","2010-09-04 06:46:21+00:00","0.0142","152168.84","183687.9","31519.06","4213.62","51","5","Enviada"
"1931","899","53","2011-04-28 12:55:00+00:00","0.0238","37488.76","74713.76","37225.0","1028.25","86","6","Enviada"
"357","213","54","2014-09-28 06:01:14+00:00","0.0098","127569.62","150784.84","23215.22","3142.96","52","5","Enviada"
"418","53","54","2015-06-06 09:13:32+00:00","0.0145","39243.68","55878.5","16634.82","705.79","114","0","Enviada"
"643","885","54","2022-01-21 12:56:10+00:00","0.0216","118694.57","202025.12","83330.55","4327.61","42","5","Enviada"
"1194","963","54","2011-03-12 23:33:39+00:00","0.0139","94802.43","129005.63","34203.2","1760.46","100","6","Enviada"
"1504","485","54","2010-06-19 08:17:58+00:00","0.023","186991.78","243210.81","56219.03","4714.57","107","4","Enviada"
"1797","637","54","2018-03-10 00:49:24+00:00","0.0128","81512.82","154692.24","73179.42","1611.17","82","6","Enviada"
"1905","273","54","2012-05-11 15:06:03+00:00","0.0172","81239.86","143280.23","62040.37","1845.42","83","6","Enviada"
"95","660","55","2021-03-10 06:50:09+00:00","0.0158","60076.66","74316.24","14239.58","1847.46","46","3","Enviada"
"975","684","55","2020-02-05 23:42:49+00:00","0.0188","21900.04","26250.95","4350.91","877.6","34","0","Enviada"
"1062","923","55","2013-12-16 12:48:43+00:00","0.0091","36855.89","64696.45","27840.56","9424.54","4","1","Enviada"
"1198","288","55","2015-08-27 08:08:58+00:00","0.02","53603.5","101218.96","47615.46","3575.47","18","0","Enviada"
"1294","965","55","2020-01-03 06:53:28+00:00","0.0142","59734.19","87687.59","27953.4","5449.18","12","6","Enviada"
"1902","519","55","2022-11-17 02:28:58+00:00","0.0178","196985.26","247231.97","50246.71","19876.5","11","3","Enviada"
"82","129","56","2021-11-24 10:37:20+00:00","0.0108","145593.87","244313.43","98719.56","2794.4","77","0","Enviada"
"456","859","56","2010-11-06 06:17:38+00:00","0.0112","9816.42","16567.1","6750.68","211.21","66","3","Enviada"
"1217","844","56","2021-04-28 21:00:18+00:00","0.0108","190603.27","224866.82","34263.55","6014.52","39","2","Enviada"
"79","114","57","2015-12-17 15:37:23+00:00","0.0107","87239.71","123207.06","35967.35","1591.27","83","2","Enviada"
"224","697","57","2016-08-11 11:35:34+00:00","0.0154","92541.68","142749.33","50207.65","1776.78","106","3","Enviada"
"537","823","57","2022-10-23 20:14:45+00:00","0.0124","16507.53","29357.06","12849.53","897.69","21","5","Enviada"
"1658","193","57","2013-12-26 07:07:03+00:00","0.0084","29155.84","49624.09","20468.25","398.45","114","3","Enviada"
"66","854","58","2010-06-15 21:18:53+00:00","0.0085","92200.26","154975.23","62774.97","1492.23","88","0","Enviada"
"219","567","58","2018-10-24 17:30:48+00:00","0.0111","67254.87","80356.64","13101.77","1209.44","87","6","Enviada"
"388","53","58","2012-03-13 23:08:10+00:00","0.0233","90272.28","112630.73","22358.45","2658.53","68","2","Enviada"
"932","475","58","2022-02-14 19:07:13+00:00","0.0176","88283.09","117348.32","29065.23","2254.13","67","4","Enviada"
"1987","584","58","2012-06-13 01:31:10+00:00","0.0094","128475.84","156285.99","27810.15","3868.38","40","6","Enviada"
"550","129","59","2014-12-06 14:46:00+00:00","0.0206","133679.14","249763.13","116083.99","3515.57","75","5","Enviada"
"1732","897","59","2015-04-01 00:18:46+00:00","0.0099","127680.76","163284.53","35603.77","3881.21","40","5","Enviada"
"1733","893","59","2013-01-26 13:05:13+00:00","0.0136","59498.98","112145.98","52647.0","1270.47","75","2","Enviada"
"1856","849","59","2022-09-13 00:56:34+00:00","0.0243","102305.04","158163.32","55858.28","2768.98","95","0","Enviada"
"62","264","60","2012-06-28 10:33:35+00:00","0.0161","140136.89","184848.44","44711.55","12033.42","13","6","Enviada"
"106","114","60","2021-01-27 03:13:52+00:00","0.0091","95446.24","131196.9","35750.66","1495.19","96","3","Enviada"
"1680","576","60","2019-09-03 17:41:19+00:00","0.0192","113297.73","189031.05","75733.32","2422.57","120","1","Enviada"
"133","89","61","2013-02-06 06:47:15+00:00","0.0086","17764.23","35204.53","17440.3","575.87","36","5","Enviada"
"736","425","61","2019-02-04 02:14:27+00:00","0.0112","126647.97","223793.09","97145.12","2386.74","81","0","Enviada"
"1209","463","61","2011-04-05 23:47:32+00:00","0.0111","62508.06","88360.64","25852.58","1524.62","55","4","Enviada"
"1299","229","61","2013-02-15 11:53:06+00:00","0.0117","123947.87","184731.32","60783.45","4059.17","38","1","Enviada"
"1589","311","61","2015-01-05 12:26:37+00:00","0.0145","165366.86","208017.36","42650.5","4805.96","48","0","Enviada"
"1623","788","61","2013-03-03 02:24:28+00:00","0.0182","139271.38","181642.02","42370.64","2891.6","116","1","Enviada"
"1831","837","61","2020-10-27 17:59:31+00:00","0.0198","67658.76","132181.85","64523.09","8281.33","9","4","Enviada"
"1857","795","61","2020-01-23 02:09:28+00:00","0.0213","102778.6","126171.01","23392.41","2548.07","93","0","Enviada"
"1317","752","62","2012-03-01 02:57:23+00:00","0.0119","51392.65","102016.69","50624.04","52004.22","1","3","Enviada"
"1342","129","62","2022-01-28 19:41:42+00:00","0.0106","178222.69","238769.73","60547.04","3584.81","71","1","Enviada"
"1460","302","62","2021-10-22 06:18:32+00:00","0.0198","161765.46","197885.02","36119.56","3603.91","112","1","Enviada"
"739","651","63","2017-03-01 07:28:46+00:00","0.0227","33044.31","52467.39","19423.08","8735.16","4","6","Enviada"
"741","790","63","2022-02-18 15:22:05+00:00","0.0152","86135.1","135081.0","48945.9","2295.51","56","0","Enviada"
"782","957","63","2010-01-31 13:19:05+00:00","0.012","2806.88","5295.01","2488.13","158.69","20","1","Enviada"
"1264","187","63","2016-02-03 03:32:06+00:00","0.0244","131337.58","221227.0","89889.42","7294.87","24","4","Enviada"
"1355","790","63","2019-04-28 22:47:14+00:00","0.0237","156092.67","198307.89","42215.22","19462.99","9","6","Enviada"
"239","130","64","2021-06-17 06:07:59+00:00","0.0128","41822.96","70311.97","28489.01","776.21","92","0","Enviada"
"370","883","64","2020-07-26 15:26:19+00:00","0.0147","77630.22","131066.34","53436.12","1880.0","64","0","Enviada"
"965","561","64","2019-04-03 18:27:40+00:00","0.0088","105272.7","138722.78","33450.08","3133.58","40","3","Enviada"
"1224","304","64","2015-10-28 18:05:21+00:00","0.0231","113166.51","203313.53","90147.02","2903.33","101","2","Enviada"
"1901","478","64","2012-08-31 12:42:50+00:00","0.0198","152575.42","245759.12","93183.7","3473.0","104","6","Enviada"
"1221","833","65","2015-11-16 03:13:32+00:00","0.012","148787.58","212724.26","63936.68","3492.96","60","4","Enviada"
"1822","553","65","2016-02-15 00:01:02+00:00","0.0208","103721.61","135291.33","31569.72","2380.51","115","6","Enviada"
"1851","971","65","2013-02-23 06:49:28+00:00","0.0205","101945.44","143036.28","41090.84","2658.54","76","6","Enviada"
"1896","564","65","2017-07-26 04:20:18+00:00","0.0084","98056.87","136656.48","38599.61","5346.72","20","3","Enviada"
"482","512","66","2016-02-07 08:24:49+00:00","0.0092","11079.03","20365.44","9286.41","219.89","68","4","Enviada"
"860","464","66","2017-11-28 06:45:07+00:00","0.0162","22076.46","27852.07","5775.61","647.61","50","3","Enviada"
"1310","380","66","2022-08-12 06:14:09+00:00","0.0172","47722.81","80115.51","32392.7","1014.93","97","6","Enviada"
"1423","379","66","2011-02-27 00:03:16+00:00","0.0167","174870.84","237069.16","62198.32","3977.65","80","1","Enviada"
"1538","925","66","2013-07-15 14:40:07+00:00","0.0083","93043.1","140029.33","46986.23","1610.5","79","2","Enviada"
"1711","640","66","2021-10-27 10:13:35+00:00","0.0249","120893.69","195580.94","74687.25","3231.63","109","3","Enviada"
"1805","188","66","2017-09-30 06:09:43+00:00","0.0239","132617.54","171432.42","38814.88","10624.57","15","0","Enviada"
"1930","131","66","2010-06-22 01:51:55+00:00","0.008","123850.28","241343.23","117492.95","1687.72","111","3","Enviada"
"21","393","67","2016-10-14 04:52:38+00:00","0.0089","35952.4","56942.45","20990.05","570.02","93","6","Enviada"
"509","846","67","2016-02-03 18:04:11+00:00","0.019","16784.99","30270.81","13485.82","489.53","56","1","Enviada"
"1029","505","67","2012-12-18 00:49:39+00:00","0.0147","68002.72","101077.39","33074.67","1713.53","60","2","Enviada"
"1309","428","67","2012-02-24 03:46:10+00:00","0.0102","51894.05","79197.45","27303.4","1133.49","62","5","Enviada"
"1614","175","67","2014-02-13 19:47:49+00:00","0.0175","162254.93","228789.7","66534.77","4835.63","51","2","Enviada"
"150","894","68","2019-12-28 06:30:06+00:00","0.0244","79253.65","140411.41","61157.76","4042.04","27","3","Enviada"
"1713","890","68","2022-01-26 09:46:22+00:00","0.0204","140006.35","227540.41","87534.06","3967.93","63","2","Enviada"
"1790","751","68","2017-06-26 21:46:25+00:00","0.0195","44649.4","67807.04","23157.64","5457.2","9","1","Enviada"
"50","638","69","2020-01-13 21:31:38+00:00","0.0099","105866.55","146396.58","40530.03","1546.06","115","5","Enviada"
"522","406","69","2015-08-13 20:46:27+00:00","0.0145","16451.61","32541.69","16090.08","996.84","19","0","Enviada"
"564","120","69","2016-11-13 05:53:13+00:00","0.0175","122112.43","155647.34","33534.91","4129.91","42","3","Enviada"
"798","481","69","2011-04-30 06:14:34+00:00","0.0113","182890.06","220982.08","38092.02","3759.73","71","6","Enviada"
"1008","419","69","2013-09-10 04:12:25+00:00","0.0086","79156.38","108353.5","29197.12","1128.18","108","5","Enviada"
"125","162","70","2016-11-01 19:16:02+00:00","0.0209","172127.84","231919.58","59791.74","12134.55","17","0","Enviada"
"498","930","70","2015-03-10 14:20:42+00:00","0.0196","80208.79","123827.47","43618.68","1936.98","86","1","Enviada"
"722","667","70","2019-08-19 16:16:46+00:00","0.0168","9807.05","16436.54","6629.49","667.98","17","3","Enviada"
"926","6","70","2013-04-08 08:49:11+00:00","0.0143","103685.74","159630.45","55944.71","2803.76","53","3","Enviada"
"1701","520","70","2017-07-27 12:57:36+00:00","0.0206","115989.26","228157.36","112168.1","3357.18","61","4","Enviada"
"204","71","71","2012-07-10 22:04:23+00:00","0.0247","40042.4","75600.76","35558.36","8611.56","5","4","Enviada"
"402","381","71","2016-01-03 21:46:32+00:00","0.0249","149254.43","187154.59","37900.16","4093.09","97","2","Enviada"
"1240","473","71","2022-12-13 23:09:30+00:00","0.0135","133818.69","161455.28","27636.59","7360.85","21","0","Enviada"
"1422","933","71","2020-01-27 19:26:17+00:00","0.0084","111889.34","201769.91","89880.57","1571.19","109","6","Enviada"
"1443","214","71","2017-07-29 02:45:57+00:00","0.0214","160636.69","204113.58","43476.89","6115.54","39","0","Enviada"
"301","915","72","2014-02-17 22:43:51+00:00","0.023","44531.83","57906.49","13374.66","1689.15","41","4","Enviada"
"398","633","72","2020-11-08 20:26:11+00:00","0.0203","74174.61","140472.94","66298.33","10138.66","8","5","Enviada"
"519","236","72","2020-07-31 00:05:45+00:00","0.0117","151129.51","211434.59","60305.08","3333.12","65","1","Enviada"
"683","962","72","2019-06-05 18:19:13+00:00","0.0136","70895.4","121907.06","51011.66","2226.87","42","3","Enviada"
"794","132","72","2019-12-10 10:06:24+00:00","0.016","136153.25","166874.28","30721.03","3620.24","58","2","Enviada"
"1129","39","72","2016-09-08 07:30:40+00:00","0.0124","157306.03","218078.88","60772.85","2675.04","106","1","Enviada"
"1242","309","72","2016-07-21 23:37:00+00:00","0.0116","6546.07","10427.0","3880.93","121.53","85","1","Enviada"
"1250","559","72","2020-09-10 09:32:33+00:00","0.0144","9183.7","18148.5","8964.8","204.13","73","6","Enviada"
"1662","693","72","2021-03-14 01:34:29+00:00","0.0199","205244.56","247930.69","42686.13","5942.47","59","4","Enviada"
"1775","416","72","2019-01-13 21:40:21+00:00","0.0198","85339.45","113864.48","28525.03","1883.46","116","1","Enviada"
"94","17","73","2021-01-15 07:58:32+00:00","0.0248","49088.57","88730.23","39641.66","1288.98","118","2","Enviada"
"210","28","73","2010-09-02 22:06:54+00:00","0.0212","68031.96","110541.92","42509.96","1910.89","67","6","Enviada"
"296","625","73","2013-02-17 14:51:41+00:00","0.014","119989.83","181040.55","61050.72","2469.68","82","2","Enviada"
"374","897","73","2011-05-21 15:12:26+00:00","0.0246","97996.83","173856.17","75859.34","2732.69","88","6","Enviada"
"726","67","73","2014-01-31 15:33:17+00:00","0.0112","136732.65","197682.41","60949.76","2094.01","118","3","Enviada"
"780","483","73","2016-11-29 15:38:23+00:00","0.0093","139143.85","211893.29","72749.44","4181.6","40","3","Enviada"
"1166","11","73","2021-08-24 19:21:46+00:00","0.0135","129204.21","155483.49","26279.28","2434.44","94","0","Enviada"
"1219","999","73","2015-06-07 07:19:10+00:00","0.0247","58949.57","83283.82","24334.25","2025.59","52","4","Enviada"
"1306","757","73","2013-05-20 18:22:36+00:00","0.0225","134448.05","211844.48","77396.43","4368.34","53","1","Enviada"
"1447","698","73","2012-06-19 17:42:04+00:00","0.0154","64261.64","127423.73","63162.09","6395.51","11","2","Enviada"
"1542","215","73","2013-05-13 08:42:24+00:00","0.012","76574.24","94102.4","17528.16","1216.65","118","0","Enviada"
"1924","631","73","2012-10-08 05:25:29+00:00","0.0102","131550.98","183577.94","52026.96","4193.42","38","6","Enviada"
"76","474","74","2020-07-23 06:34:35+00:00","0.0123","94007.18","140410.74","46403.56","2010.81","70","3","Enviada"
"586","341","74","2022-10-05 15:58:02+00:00","0.0189","24768.39","39369.35","14600.96","538.02","109","0","Enviada"
"1501","879","74","2017-11-30 21:46:42+00:00","0.0112","120345.37","226771.35","106425.98","6202.25","22","1","Enviada"
"1683","251","74","2016-10-08 15:46:43+00:00","0.0242","170155.87","226373.23","56217.36","7545.27","33","1","Enviada"
"107","703","75","2020-02-12 13:44:17+00:00","0.0179","19079.46","28902.62","9823.16","1926.29","11","0","Enviada"
"135","198","75","2010-05-16 17:50:14+00:00","0.0132","115471.13","215832.01","100360.88","2329.52","81","0","Enviada"
"706","588","75","2012-05-07 11:44:10+00:00","0.0222","70318.91","90079.2","19760.29","2425.16","47","4","Enviada"
"814","843","75","2020-12-21 19:30:57+00:00","0.0194","79857.24","106282.27","26425.03","2207.04","63","4","Enviada"
"1587","323","75","2017-03-19 07:51:54+00:00","0.0237","134154.77","184008.83","49854.06","4657.53","49","0","Enviada"
"1972","153","75","2010-09-12 02:15:48+00:00","0.0127","112790.1","149166.67","36376.57","8844.78","14","0","Enviada"
"27","37","76","2013-10-09 14:52:53+00:00","0.0162","16308.76","21412.72","5103.96","798.54","25","4","Enviada"
"122","277","76","2017-01-23 13:46:43+00:00","0.0191","171734.75","213147.52","41412.77","26443.35","7","6","Enviada"
"549","164","76","2021-07-29 19:38:28+00:00","0.0243","183072.46","227912.76","44840.3","8129.81","33","5","Enviada"
"756","672","76","2016-05-20 04:16:11+00:00","0.0122","66486.74","92072.13","25585.39","1710.82","53","2","Enviada"
"816","420","76","2019-03-16 15:51:17+00:00","0.0247","110094.24","210320.45","100226.21","6135.3","24","1","Enviada"
"1681","818","76","2022-09-28 06:11:04+00:00","0.0176","69681.57","120595.76","50914.19","70907.96","1","2","Enviada"
"147","462","77","2017-10-21 00:59:14+00:00","0.0233","131609.78","173677.47","42067.69","3485.26","92","5","Enviada"
"186","448","77","2017-09-07 05:13:53+00:00","0.0129","183192.02","245847.82","62655.8","47284.46","4","4","Enviada"
"667","849","77","2020-12-24 07:58:24+00:00","0.0137","9038.79","11752.05","2713.26","1579.52","6","3","Enviada"
